category,production,type,title,distributor,producer,year,page,page_id
Outstanding Short Form Animated Program - 2019,"Vincent Waller, Supervising Producer",Nominee,SpongeBob SquarePants,Nickelodeon,Nickelodeon,2019,130,9
Outstanding Short Form Animated Program - 2019,"Jennie Monica, Produced by",Nominee,SpongeBob SquarePants,Nickelodeon,Nickelodeon,2019,130,9
Outstanding Short Form Animated Program - 2019,"Luke Brookshier, Written by",Nominee,SpongeBob SquarePants,Nickelodeon,Nickelodeon,2019,130,9
Outstanding Short Form Animated Program - 2019,"Adam Paloian, Supervising Director",Nominee,SpongeBob SquarePants,Nickelodeon,Nickelodeon,2019,130,9
Outstanding Short Form Animated Program - 2019,"Alan Smart, Supervising Director",Nominee,SpongeBob SquarePants,Nickelodeon,Nickelodeon,2019,130,9
Outstanding Short Form Animated Program - 2019,"Tom Yasumi, Animation Director",Nominee,SpongeBob SquarePants,Nickelodeon,Nickelodeon,2019,130,9
Outstanding Short Form Animated Program - 2019,"Rebecca Sugar, Executive Producer/Story by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Rob Sorcher, Executive Producer",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Brian A. Miller, Executive Producer",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Jennifer Pelphrey, Executive Producer",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Curtis Lelash, Executive Producer",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Jackie Buscarino, Producer",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Paul Villeco, Written by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Katie Mitroff, Written by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Jeff Liu, Written by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Miki Brewster, Written by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Matt Burnett, Story by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Ben Levin, Story by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Kat Morris, Story by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Tom Herpich, Story by",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Joe Johnston, Story by/Supervising Director",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Nick DeMayo, Animation Director",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Kimson Albert, Sheet Timing",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Maureen Mlynarczyk, Sheet Timing",Nominee,Steven Universe,Cartoon Network,Cartoon Network Studios,2019,130,10
Outstanding Short Form Animated Program - 2019,"Sam Register, Executive Producer",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Short Form Animated Program - 2019,"Aaron Horvath, Executive Producer",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Short Form Animated Program - 2019,"Michael Jelenic, Executive Producer",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Short Form Animated Program - 2019,"Peter Rida Michail, Producer",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Short Form Animated Program - 2019,"Peggy Regan, Producer",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Short Form Animated Program - 2019,"Amy Wolfram, Written by",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Short Form Animated Program - 2019,"James Krenzke, Directed by",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Short Form Animated Program - 2019,"Luke Cormican, Supervising Director",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Short Form Animated Program - 2019,"Eric J. Pringle, Animation Director",Nominee,Teen Titans Go!,Cartoon Network,Warner Bros. Animation,2019,131,1
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Mark Ricker, Production Designer",Nominee,Escape At Dannemora,Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",2019,131,2
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"James Truesdale, Art Director",Nominee,Escape At Dannemora,Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",2019,131,2
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Cherish M. Hale, Set Decorator",Nominee,Escape At Dannemora,Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",2019,131,2
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Elisabeth Williams, Production Designer",Winner,The Handmaid's Tale,Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2019,131,3
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Martha Sparrow, Art Director",Winner,The Handmaid's Tale,Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2019,131,3
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Robert Hepburn, Set Decorator",Winner,The Handmaid's Tale,Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2019,131,3
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Laurence Dorman, Production Designer",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,131,4
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Beckie Harvey, Art Director",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,131,4
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Linda Wilson, Set Decorator",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,131,4
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Derek R. Hill, Production Designer",Nominee,Ozark,Netflix,Media Rights Capital,2019,131,5
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"John Richardson, Art Director",Nominee,Ozark,Netflix,Media Rights Capital,2019,131,5
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Kim Leoleis, Set Decorator",Nominee,Ozark,Netflix,Media Rights Capital,2019,131,5
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Mark Worthington, Production Designer",Nominee,The Umbrella Academy,Netflix,UCP,2019,131,6
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Mark Steel, Art Director",Nominee,The Umbrella Academy,Netflix,UCP,2019,131,6
Outstanding Production Design For A Narrative Contemporary Program (One Hour Or More) - 2019,"Jim Lambie, Set Decorator",Nominee,The Umbrella Academy,Netflix,UCP,2019,131,6
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Luke Hull, Production Designer",Winner,Chernobyl,HBO,"HBO Miniseries and SKY in association with Sister Pictures, The Mighty Mint and Word Games",2019,131,7
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Karen Wakefield, Art Director",Winner,Chernobyl,HBO,"HBO Miniseries and SKY in association with Sister Pictures, The Mighty Mint and Word Games",2019,131,7
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Claire Levinson-Gendler, Set Decorator",Winner,Chernobyl,HBO,"HBO Miniseries and SKY in association with Sister Pictures, The Mighty Mint and Word Games",2019,131,7
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Alex DiGerlando, Production Designer",Nominee,Fosse/Verdon,FX Networks,Fox 21 Television Studios and FX Productions,2019,131,8
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Anu Schwartz, Supervising Art Director",Nominee,Fosse/Verdon,FX Networks,Fox 21 Television Studios and FX Productions,2019,131,8
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Lydia Marks, Set Decorator",Nominee,Fosse/Verdon,FX Networks,Fox 21 Television Studios and FX Productions,2019,131,8
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Deborah Riley, Production Designer",Nominee,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,131,9
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Paul Ghirardani, Art Director",Nominee,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,131,9
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Rob Cameron, Set Decorator",Nominee,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,131,9
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Drew Boughton, Production Designer",Nominee,The Man In The High Castle,Prime Video,Amazon Studios,2019,131,10
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Dean O'Dell, Art Director",Nominee,The Man In The High Castle,Prime Video,Amazon Studios,2019,131,10
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Jonathan Lancaster, Set Decorator",Nominee,The Man In The High Castle,Prime Video,Amazon Studios,2019,131,10
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Lisa Lancaster, Set Decorator",Nominee,The Man In The High Castle,Prime Video,Amazon Studios,2019,131,10
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Bill Groom, Production Designer",Nominee,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,132,1
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Neil Prince, Art Director",Nominee,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,132,1
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Ellen Christiansen, Set Decorator",Nominee,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,132,1
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Bo Welch, Production Designer",Nominee,A Series Of Unfortunate Events,Netflix,A Netflix Original Production,2019,132,2
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Don MacAulay, Art Director",Nominee,A Series Of Unfortunate Events,Netflix,A Netflix Original Production,2019,132,2
Outstanding Production Design For A Narrative Period Or Fantasy Program (One Hour Or More) - 2019,"Kate Marshall, Set Decorator",Nominee,A Series Of Unfortunate Events,Netflix,A Netflix Original Production,2019,132,2
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Tyler B. Robinson, Production Designer",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,132,3
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Eric Schoonover, Art Director",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,132,3
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Rachael Ferrara, Set Decorator",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,132,3
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Michael Bricker, Production Designer",Winner,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,132,4
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"John Cox, Art Director",Winner,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,132,4
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Jessica Petruccelli, Set Decorator",Winner,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,132,4
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Jim Gloster, Production Designer",Nominee,Veep,HBO,HBO Entertainment,2019,132,5
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Andrew Leitch, Art Director",Nominee,Veep,HBO,HBO Entertainment,2019,132,5
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Kimberly Wannop, SDSA, Set Decorator",Nominee,Veep,HBO,HBO Entertainment,2019,132,5
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"David Smith, Set Decorator",Nominee,Veep,HBO,HBO Entertainment,2019,132,5
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Glenda Rovello, Production Designer",Nominee,Will & Grace,NBC,Universal Television in association with KoMut Entertainment and Three Princesses and a P,2019,132,6
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Conny Marinos, Art Director",Nominee,Will & Grace,NBC,Universal Television in association with KoMut Entertainment and Three Princesses and a P,2019,132,6
Outstanding Production Design For A Narrative Program (Half-Hour) - 2019,"Peter Gurski, SDSA, Set Decorator",Nominee,Will & Grace,NBC,Universal Television in association with KoMut Entertainment and Three Princesses and a P,2019,132,6
"Outstanding Production Design For A Variety, Reality Or Competition Series - 2019","Jason Singleton, Production Designer",Nominee,At Home With Amy Sedaris,truTV,A truTV production in association with A24,2019,132,7
"Outstanding Production Design For A Variety, Reality Or Competition Series - 2019","Naomi Munro, Art Director",Nominee,At Home With Amy Sedaris,truTV,A truTV production in association with A24,2019,132,7
"Outstanding Production Design For A Variety, Reality Or Competition Series - 2019","Kim Fischer, Set Decorator",Nominee,At Home With Amy Sedaris,truTV,A truTV production in association with A24,2019,132,7
"Outstanding Production Design For A Variety, Reality Or Competition Series - 2019","Eric Morrell, Production Designer",Nominee,Last Week Tonight With John Oliver,HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,2019,132,8
